sale_id,event_id,buyer_name,buyer_email,buyer_phone,qty,subtotal,channel,purchased_at
ft_sal_003152,ft_evt_0030,Manuela Suárez,manuel.suarez23@proton.me,308 649 1251,1,94000,WEB,2026-07-01 09:00:00
ft_sal_003153,ft_evt_0030,Catalina Muñoz,catalina.munoz782@hotmail.com,,2,114000,ADMIN,2026-07-13 17:00:00
ft_sal_003154,ft_evt_0030,Mateo Betancur,mateobetancur362@gmail.com,573079525408,2,92000,WEB,2026-07-17 07:00:00
ft_sal_003155,ft_evt_0030,David Quintero Guerrero,david.quintero28@hotmail.com,573130565292,1,103000,BOX_OFFICE,2026-07-22 00:00:00
ft_sal_003156,ft_evt_0030,Alejandro Cifuentes Valencia,alejandrocifuentes89@gmail.com,,2,280000,WEB,2026-07-15 09:00:00
ft_sal_003157,ft_evt_0030,Óscar Castro López,oscar.castro@hotmail.com,(+57) 304-769-6631,2,120000,WEB,2026-07-11 00:00:00
ft_sal_003158,ft_evt_0030,Carlos Ortiz,carlos.ortiz323@hotmial.com,3296975556,2,118000,WEB,2026-07-12 07:00:00
ft_sal_003159,ft_evt_0030,Sara Bermúdez Moreno,sara.bermudez82@gmail.com,+57 300 1220911,1,46000,WEB,2026-07-13 02:00:00
ft_sal_003160,ft_evt_0030,Julián Ramírez,julianramirez574@outlook.com,(+57) 327-565-0543,4,0,WEB,2026-07-14 09:00:00
ft_sal_003161,ft_evt_0030,Óscar Vargas,oscar.vargas64@gmail.com,307 134 2781,3,171000,WEB,2026-07-12 02:00:00
ft_sal_003162,ft_evt_0030,Diana Ramírez,paula.valencia47@hotmail.com,313 295 1023,2,194000,WEB,2026-07-19 08:00:00
ft_sal_003163,ft_evt_0030,tatiana lópez,tatiana.lopez54@gmail.com,573108818490,1,43000,WEB,2026-07-09 19:00:00
ft_sal_003164,ft_evt_0030,Natalia Vargas Ortiz,natalia.vargas@hotmail.com,3190947870,1,94000,WEB,2026-07-12 06:00:00
ft_sal_003165,ft_evt_0030,J. Ramírez,juan.ramirz35@gmail.com,+57 306 4208936,1,93000,WEB,2026-07-08 09:00:00
ft_sal_003166,ft_evt_0030,Sebastián Ospina Restrepo,sebastian.ospina318@gmail.com,(+57) 315-040-3070,2,92000,ADMIN,2026-07-15 13:00:00
ft_sal_003167,ft_evt_0030,Isabella Martínez,isabellamartinez942@gmail.com,,1,64000,BOX_OFFICE,2026-07-22 11:00:00
ft_sal_003168,ft_evt_0030,Mariana Quintero,mariana.quintero504@gmail.com,573063560850,3,126000,WEB,2026-07-09 17:00:00
ft_sal_003169,ft_evt_0030,J. Suárez,juliana.suarez65@gmail.com,573187671053,1,0,RRPP,2026-07-03 06:00:00
ft_sal_003170,ft_evt_0030,Paula Cifuentes,paulacifuentes415@hotmail.com,(+57) 304-218-1405,4,0,WEB,2026-07-11 09:00:00
ft_sal_003171,ft_evt_0030,Miguel Moreno Salazar,miguel.moreno@gmail.com,,2,88000,WEB,2026-07-14 03:00:00
ft_sal_003172,ft_evt_0030,Vargas Andrea,andreavargas387@gmail.com,327 997 1741,3,273000,WEB,2026-07-17 03:00:00
ft_sal_003173,ft_evt_0030,natalia céspedes,natalia.cespedes44@gmail.com,+57 329 7485907,1,42000,WEB,2026-07-09 12:00:00
ft_sal_003174,ft_evt_0030,CAMILA SALAZAR,camila.salazar50@gmail.com,573237289014,1,87000,WEB,2026-07-19 07:00:00
ft_sal_003175,ft_evt_0030,Esteban Bermudez,esteban.bermudez@icloud.com,573159333557,1,46000,WEB,2026-07-10 06:00:00
ft_sal_003176,ft_evt_0030,DIEGO GONZÁLEZ,diego.gonzalez5@yahoo.com,573049998177,2,268000,WEB,2026-07-11 14:00:00
ft_sal_003177,ft_evt_0030,Daniel Rojas,danielrojas970@gmail.com,312 851 4538,2,184000,WEB,2026-07-09 08:00:00
ft_sal_003178,ft_evt_0030,Sebastián Suárez,sebastiansuarez283@gmail.com,307 314 9105,4,176000,WEB,2026-07-11 08:00:00
ft_sal_003179,ft_evt_0030,Sebastián Hernández,sebastianhernandez708@hotmail.com,+57 317 9272785,2,86000,WEB,2026-07-10 00:00:00
ft_sal_003180,ft_evt_0030,Carolina Guerrero,carolina.guerrero42@outlook.com,,4,360000,WEB,2026-07-15 13:00:00
ft_sal_003181,ft_evt_0030,ESTEBAN RAMÍREZ,estebanramirez461@gmail.com,3249840146,1,103000,WEB,2026-07-14 18:00:00
ft_sal_003182,ft_evt_0030,Cárdenas Isabella,isabellacardenas470@hotmail.com,3145872695,2,248000,WEB,2026-07-05 17:00:00
ft_sal_003183,ft_evt_0030,Alejandro Bermúdez,mariana.zapata@hotmail.com,573235066061,3,144000,WEB,2026-07-15 04:00:00
ft_sal_003184,ft_evt_0030,Óscar Moreno,OSCAR.MORENO@GMAIL.COM,573015170513,2,82000,WEB,2026-07-08 18:00:00
ft_sal_003185,ft_evt_0030,Diego Valencia Vargas,diego.valencia@icloud.com,305 141 3977,2,198000,WEB,2026-07-15 11:00:00
ft_sal_003186,ft_evt_0030,Camila Mejía,camila.mejia@yahoo.com,+57 326 7675377,2,282000,WEB,2026-07-08 16:00:00
ft_sal_003187,ft_evt_0030,MARÍA ORTIZ,maria.ortiz@gmail.com,311 307 4944,1,62000,ADMIN,2026-07-17 20:00:00
ft_sal_003188,ft_evt_0030,Santiago González,santiago.gonzalez159@gmail.com,+57 321 1166389,1,60000,BOX_OFFICE,2026-07-22 11:00:00
ft_sal_003189,ft_evt_0030,Hernández Camila,camila.herandez88@gmail.com,+57 322 7775564,2,122000,WEB,2026-07-13 06:00:00
ft_sal_003190,ft_evt_0021,Camila Cardenas,camilacardenas245@gmail.com,(+57) 317-125-1703,2,124000,WEB,2026-07-11 20:00:00
ft_sal_003191,ft_evt_0021,Camila Salazar,camila.salazar69@hotmial.com,3186156544,2,90000,WEB,2026-07-08 10:00:00
ft_sal_003192,ft_evt_0021,María Martínez,mariamartinez877@gmail.com,3179469074,4,580000,WEB,2026-07-15 19:00:00
ft_sal_003193,ft_evt_0021,Sara Suárez,sarasuarez305@gmail.com,+57 323 4117308,2,90000,BOX_OFFICE,2026-07-23 00:00:00
ft_sal_003194,ft_evt_0021,Nicolas Betancur,nicolasbetancur472@gmail.com,304 387 3082,2,258000,WEB,2026-07-13 12:00:00
ft_sal_003195,ft_evt_0021,Nicolas Valencia,nicolasvalencia58@hotmail.com,,2,184000,WEB,2026-07-16 17:00:00
ft_sal_003196,ft_evt_0021,Sebastián Betancur,sebastian.betancr74@gmail.com,315 614 5671,3,132000,BOX_OFFICE,2026-07-23 20:00:00
ft_sal_003197,ft_evt_0021,Sebastián Mejía,sebastian.mejia@gmail.com,+57 329 5768923,3,123000,WEB,2026-07-13 11:00:00
ft_sal_003198,ft_evt_0021,María Jiménez Hernández,MARIA.JIMENEZ97@GMAIL.COM,3115098982,1,42000,WEB,2026-07-12 15:00:00
ft_sal_003199,ft_evt_0021,Valentina Peña,valentina.pena721@gmail.com,573106235509,1,58000,BOX_OFFICE,2026-07-23 17:00:00
ft_sal_003200,ft_evt_0021,Daniela Martínez,danielamartinez56@gmail.com,3062480523,2,90000,BOX_OFFICE,2026-07-23 19:00:00
ft_sal_003201,ft_evt_0021,Julian Cifuentes,julian.cifuntes99@hotmail.com,+57 300 3860780,2,106000,RRPP,2026-07-15 11:00:00
ft_sal_003202,ft_evt_0021,L. Mejía,luisamejia807@outlook.com,322 651 0435,1,95000,BOX_OFFICE,2026-07-23 14:00:00
ft_sal_003203,ft_evt_0021,Ó. Martínez,OSCAR.MARTINEZ@OUTLOOK.COM,573175437727,1,44000,WEB,2026-07-16 16:00:00
ft_sal_003204,ft_evt_0021,Diana Bermúdez Arango,diana.bermudez@hotmail.com,(+57) 329-317-3309,1,91000,WEB,2026-07-05 01:00:00
ft_sal_003205,ft_evt_0021,Sebastián Muñoz Ospina,sebastian.munoz295@gmail.com,573202866723,1,59000,WEB,2026-07-13 04:00:00
ft_sal_003206,ft_evt_0021,Isabella Suárez Ortiz,isabellasuarez834@gmail.com,317 719 3419,1,0,WEB,2026-07-15 20:00:00
ft_sal_003207,ft_evt_0021,camila arango,camilaarango702@icloud.com,(+57) 308-519-5284,2,0,WEB,2026-07-03 01:00:00
ft_sal_003208,ft_evt_0021,Andrés Cárdenas,andrescardenas952@gmail.com,+57 324 5537014,1,46000,WEB,2026-07-09 08:00:00
ft_sal_003209,ft_evt_0021,Fabián Martínez,FABIAN.MARTINEZ671@GMAIL.COM,(+57) 324-489-1549,1,55000,WEB,2026-07-18 20:00:00
ft_sal_003210,ft_evt_0021,Paula Moreno,paula.moreno@gmail.com,+57 312 2930041,1,60000,WEB,2026-07-18 19:00:00
ft_sal_003211,ft_evt_0021,Esteban Moreno,estebanmoreno553@gmail.com,(+57) 321-904-9311,1,59000,WEB,2026-07-07 19:00:00
ft_sal_003212,ft_evt_0021,Valentina Cespedes,valentinacespedes394@gmail.com,3045931332,1,47000,WEB,2026-07-08 19:00:00
ft_sal_003213,ft_evt_0021,Oscar Valencia,oscarvalencia911@yahoo.com,+57 322 6627044,3,195000,WEB,2026-07-10 15:00:00
ft_sal_003214,ft_evt_0021,diana salazar,diana.salazar11@yahoo.com,304 451 8470,1,62000,WEB,2026-07-05 07:00:00
ft_sal_003215,ft_evt_0021,Andrea Bermúdez,andrea.bermudez60+compras@gmail.com,+57 329 5364228,2,0,WEB,2026-07-16 12:00:00
ft_sal_003216,ft_evt_0021,Oscar Lopez,oscar.lopez23@outlook.com,+57 328 7397330,1,49000,WEB,2026-07-18 17:00:00
ft_sal_003217,ft_evt_0021,Ximena Zapata,ximena.zapata@gmail.com,+57 314 2010922,2,82000,WEB,2026-07-19 08:00:00
ft_sal_003218,ft_evt_0021,María Arango,mariaarango434@hotmail.com,3134195966,6,270000,WEB,2026-07-09 01:00:00
ft_sal_003219,ft_evt_0021,Camilo Vargas,camilovargas909@hotmail.com,(+57) 328-978-8769,1,137000,WEB,2026-07-14 00:00:00
ft_sal_003220,ft_evt_0021,Ricardo Ortiz,ricardo.ortiz@gmail.com,+57 312 3929010,4,264000,ADMIN,2026-07-12 11:00:00
ft_sal_003221,ft_evt_0021,Felipe Arango,felipearango265@gmail.com,3117226963,2,0,WEB,2026-07-18 00:00:00
ft_sal_003222,ft_evt_0021,Andrés López,andreslopez861@hotmail.com,3234015228,2,96000,ADMIN,2026-07-21 00:00:00
ft_sal_003223,ft_evt_0021,Isabella López,isabellalopez69@gmail.com,319 687 2889,1,104000,WEB,2026-07-14 03:00:00
ft_sal_003224,ft_evt_0021,Ximena Cifuentes,ximenacifuentes768@gmail.com,327 592 9907,1,97000,WEB,2026-07-12 10:00:00
ft_sal_003225,ft_evt_0021,santiago muñoz,santiagomunoz415@hotmail.com,+57 300 5228702,2,120000,WEB,2026-07-07 12:00:00
ft_sal_003226,ft_evt_0021,PAULA HERNÁNDEZ,paulahernandez611@gmail.com,300 318 1038,2,100000,WEB,2026-07-20 00:00:00
ft_sal_003227,ft_evt_0021,Ricardo Suárez,ricardosuarez290@gmail.com,573156164940,1,58000,WEB,2026-07-20 13:00:00
ft_sal_003228,ft_evt_0021,JUAN BERMÚDEZ,juan.bermudez80@yahoo.com,+57 320 8777010,1,46000,ADMIN,2026-07-12 13:00:00
ft_sal_003229,ft_evt_0021,Carolina Mejía,carolina.mejia74@gmail.com,3215650877,2,284000,WEB,2026-07-10 10:00:00
ft_sal_003230,ft_evt_0021,Alejandra Muñoz,alejandra.munoz68@hotmail.com,(+57) 316-294-5526,1,43000,WEB,2026-07-21 03:00:00
ft_sal_003231,ft_evt_0021,Camila Rojas,camilarojas337@gmail.com,+57 326 1549727,2,0,WEB,2026-07-03 01:00:00
ft_sal_003232,ft_evt_0021,daniel martínez,daniel.martinez48977+boletas@gmail.com,,2,202000,WEB,2026-07-16 11:00:00
ft_sal_003233,ft_evt_0021,camila jiménez,camila.jimenez86@gmail.com,573294176206,2,98000,BOX_OFFICE,2026-07-23 07:00:00
ft_sal_003234,ft_evt_0021,Luisa Céspedes,fabian.rodriguez@gmail.com,3092360470,1,139000,BOX_OFFICE,2026-07-23 02:00:00
ft_sal_003235,ft_evt_0021,Castro Alejandro,alejandro.castro59@hotmial.com,(+57) 307-429-1102,2,246000,WEB,2026-07-12 15:00:00
ft_sal_003236,ft_evt_0021,Laura Valencia Céspedes,laura.valencia@outlook.com,(+57) 328-069-6358,3,135000,WEB,2026-07-11 01:00:00
ft_sal_003237,ft_evt_0021,X. Arango,ximenaarango648@icloud.com,573167383178,1,45000,WEB,2026-07-07 07:00:00
ft_sal_003238,ft_evt_0021,Juliana Rojas,juliana.rojas13@outlook.com,3000801035,2,126000,WEB,2026-07-14 13:00:00
ft_sal_003239,ft_evt_0021,Daniela Salazar,danielasalazar113@gmail.com,3199576843,2,264000,ADMIN,2026-07-14 15:00:00
ft_sal_003240,ft_evt_0021,Esteban Bermúdez,esteban.bermudez+eventos@outlook.com,+57 309 1851108,2,184000,WEB,2026-07-08 05:00:00
ft_sal_003241,ft_evt_0021,cristian rodríguez,cristian.rodriguez330@gmail.com,+57 316 3080696,4,0,BOX_OFFICE,2026-07-23 15:00:00
ft_sal_003242,ft_evt_0004,Daniel Salazar,danielsalazar288@icloud.com,318 369 9901,1,0,WEB,2026-07-05 13:30:00
ft_sal_003243,ft_evt_0004,Ramírez Camila,camila.ramirez@outlook.com,(+57) 303-054-9469,2,0,WEB,2026-07-11 19:30:00
ft_sal_003244,ft_evt_0004,Mejía Catalina,carolina.bermudez59@hotmail.com,,1,0,WEB,2026-07-12 01:30:00
ft_sal_003245,ft_evt_0004,C. Castro,camilacastro21@gmail.com,310 817 0406,1,0,WEB,2026-07-09 04:30:00
ft_sal_003246,ft_evt_0004,Camilo Cardenas,camilocardenas227@hotmail.com,+57 320 4124071,2,0,WEB,2026-07-07 06:30:00
ft_sal_003247,ft_evt_0004,Andrés Zapata,andreszapata56@gmail.com,(+57) 306-528-2931,4,0,WEB,2026-07-10 00:30:00
ft_sal_003248,ft_evt_0004,Alejandra Cifuentes,alejandra.cifuentes98@yahoo.com,+57 316 2199309,2,0,WEB,2026-07-12 09:30:00
ft_sal_003249,ft_evt_0004,laura valencia,lauravalencia768@yahoo.com,316 921 3518,1,0,BOX_OFFICE,2026-07-24 17:30:00
ft_sal_003250,ft_evt_0004,Natalia Cifuentes,nataliacifuentes725@outlook.com,,1,0,BOX_OFFICE,2026-07-24 11:30:00
ft_sal_003251,ft_evt_0004,Camila Betancur,camila.betancur@icloud.com,314 809 6504,1,0,WEB,2026-07-11 00:30:00
ft_sal_003252,ft_evt_0004,ricardo castro,ricardo.castro22@hotmail.com,+57 315 8846102,1,0,ADMIN,2026-07-08 14:30:00
ft_sal_003253,ft_evt_0004,Andrea Castro,andreacastro897@gmail.com,+57 310 2482600,1,0,WEB,2026-07-20 09:30:00
ft_sal_003254,ft_evt_0004,María Céspedes Céspedes,maria.cespedes28+eventos@gmail.com,,1,0,BOX_OFFICE,2026-07-24 07:30:00
ft_sal_003255,ft_evt_0004,Sara Valencia,saravalencia146@gmail.com,,1,0,WEB,2026-07-17 11:30:00
ft_sal_003256,ft_evt_0004,Diana Rodríguez,dianarodriguez187@hotmail.com,573145254247,1,0,WEB,2026-07-12 13:30:00
ft_sal_003257,ft_evt_0004,Paula Ospina,paula.ospina121+compras@gmail.com,573224408189,2,0,WEB,2026-07-07 20:30:00
ft_sal_003258,ft_evt_0004,ximena muñoz,ximenamunoz990@gmail.com,573177644304,1,0,WEB,2026-07-13 03:30:00
ft_sal_003259,ft_evt_0004,Andrea Vargas,andrea.vargas+boletas@hotmail.com,3103852381,2,0,WEB,2026-07-14 07:30:00
ft_sal_003260,ft_evt_0004,Camila Restrepo,camila.restrepo@gmial.com,573261467967,3,0,ADMIN,2026-07-13 15:30:00
ft_sal_003261,ft_evt_0004,Tatiana Céspedes,tatianacespedes604@gmail.com,307 640 3782,1,0,WEB,2026-07-11 09:30:00
ft_sal_003262,ft_evt_0004,Paula Vargas,paulavargas714@outlook.com,(+57) 312-561-7975,1,0,BOX_OFFICE,2026-07-24 17:30:00
ft_sal_003263,ft_evt_0004,daniela cárdenas,paula.bermudez@gmail.com,573115991321,2,0,WEB,2026-07-12 19:30:00
ft_sal_003264,ft_evt_0004,Luisa Vargas,luisa.vargas46@gmail.com,,2,0,WEB,2026-07-08 19:30:00
ft_sal_003265,ft_evt_0004,Fabián Cárdenas,fabiancardenas871@gmail.com,573011040485,3,0,WEB,2026-07-17 08:30:00
ft_sal_003266,ft_evt_0004,Cárdenas Miguel,miguelcardenas37@hotmail.com,573101384104,3,0,BOX_OFFICE,2026-07-24 06:30:00
ft_sal_003267,ft_evt_0004,Alejandra Ortiz,alejandraortiz932@gmail.com,3236031675,1,0,WEB,2026-07-19 11:30:00
ft_sal_003268,ft_evt_0004,Alejandro Jiménez,alejandrojimenez59@yahoo.com,+57 319 5492433,2,0,WEB,2026-07-18 06:30:00
ft_sal_003269,ft_evt_0004,Nicolas Castro,nicolascastro536@gmail.com,319 962 2455,1,0,BOX_OFFICE,2026-07-24 00:30:00
ft_sal_003270,ft_evt_0004,MIGUEL SUÁREZ,miguel.suarez51@gmial.com,3204886173,4,0,WEB,2026-07-15 12:30:00
ft_sal_003271,ft_evt_0004,Alejandro Muñoz,alejandro.munoz@outlook.com,3061741714,1,0,ADMIN,2026-07-17 08:30:00
ft_sal_003272,ft_evt_0004,López David,davidlopez55@proton.me,+57 324 7340563,2,0,WEB,2026-07-20 12:30:00
ft_sal_003273,ft_evt_0004,Diana Suárez,diana.suarez746@gmail.com,+57 326 2438390,1,0,ADMIN,2026-07-19 10:30:00
ft_sal_003274,ft_evt_0004,Paula Vargas,paula.vargas@gmail.com,315 838 4785,1,0,WEB,2026-07-14 12:30:00
ft_sal_003275,ft_evt_0004,Laura Cifuentes,lauracifuentes789@hotmail.com,3138128803,1,0,WEB,2026-07-21 15:30:00
ft_sal_003276,ft_evt_0004,Felipe Ramírez,feliperamirez998@outlook.com,3219967346,6,0,WEB,2026-07-07 05:30:00
ft_sal_003277,ft_evt_0004,Alejandra Peña Ospina,alejandrapena895@gmail.com,(+57) 329-666-6261,1,0,BOX_OFFICE,2026-07-24 05:30:00
ft_sal_003278,ft_evt_0004,Nicolás Betancur,nicolasbetancur720@gmail.com,321 461 7964,1,0,WEB,2026-07-16 06:30:00
ft_sal_003279,ft_evt_0004,Muñoz Luisa,luisa.munoz85@hotmail.com,+57 304 2602236,2,0,WEB,2026-07-08 11:30:00
ft_sal_003280,ft_evt_0004,Valentina Salazar,valentinasalazar343@gmail.com,3121497518,4,0,WEB,2026-07-18 15:30:00
ft_sal_003281,ft_evt_0004,Alejandro Quintero,alejandroquintero756@gmail.com,+57 302 2688402,1,0,ADMIN,2026-07-13 01:30:00
ft_sal_003282,ft_evt_0004,Alejandro Guerrero,alejndro.guerrero738@gmail.com,573288357089,2,0,WEB,2026-07-11 17:30:00
ft_sal_003283,ft_evt_0004,Mateo Bermúdez,mateobermudez647@gmail.com,,1,0,WEB,2026-07-11 19:30:00
ft_sal_003284,ft_evt_0004,Alejandro Jiménez,alejandro.jimenez335@gmail.com,(+57) 328-009-8763,2,0,BOX_OFFICE,2026-07-24 10:30:00
ft_sal_003285,ft_evt_0004,ALEJANDRO ZAPATA,alejandrozapata797@hotmail.com,315 232 3496,1,0,WEB,2026-07-15 04:30:00
ft_sal_003286,ft_evt_0004,D. Cárdenas,DANIEL.CARDENAS@PROTON.ME,573170353426,1,0,WEB,2026-07-11 02:30:00
ft_sal_003287,ft_evt_0004,VALENTINA OSPINA,valentina.ospina25+spam@gmail.com,317 554 8815,4,0,WEB,2026-07-21 20:30:00
ft_sal_003288,ft_evt_0004,Daniel Zapata,daniel.zapata@hotmail.com,(+57) 317-902-6266,1,0,WEB,2026-07-16 20:30:00
ft_sal_003289,ft_evt_0004,ÓSCAR GÓMEZ,oscar.gomez@outlook.com,,2,0,WEB,2026-07-21 13:30:00
ft_sal_003290,ft_evt_0004,Alejandro Guerrero Cifuentes,alejandro.guerrero@gmial.com,316 295 2443,1,0,WEB,2026-07-15 18:30:00
ft_sal_003291,ft_evt_0004,López David,manuela.suarez@icloud.com,(+57) 320-684-1343,1,0,WEB,2026-07-15 17:30:00
ft_sal_003292,ft_evt_0004,Arango Alejandra,alejandra.arago245@gmail.com,3047273755,1,0,WEB,2026-07-15 01:30:00
ft_sal_003293,ft_evt_0004,Fabián González,fabian.gonzalez@hotmail.com,(+57) 314-299-3966,2,0,RRPP,2026-07-13 09:30:00
ft_sal_003294,ft_evt_0004,Felipe Quintero,felipe.quintero11@outlook.com,573022210025,1,0,ADMIN,2026-07-15 02:30:00
ft_sal_003295,ft_evt_0004,Camila Ospina Muñoz,camila.ospina290@gmail.com,+57 304 8833095,2,0,WEB,2026-07-08 10:30:00
ft_sal_003296,ft_evt_0004,ximena zapata,ximena.zapata13+boletas@gmail.com,315 612 7721,1,0,BOX_OFFICE,2026-07-24 16:30:00
ft_sal_003297,ft_evt_0004,David Rodríguez,davidrodriguez381@yahoo.com,317 098 9742,2,0,WEB,2026-07-16 04:30:00
ft_sal_003298,ft_evt_0004,S. Gómez,sara.gomez92@gmial.com,323 396 1615,2,0,WEB,2026-07-12 08:30:00
ft_sal_003299,ft_evt_0004,Andres Martinez,andresmartinez671@gmail.com,3035294229,2,0,WEB,2026-07-17 03:30:00
ft_sal_003300,ft_evt_0004,juan vargas,juan.vargas@icloud.com,(+57) 327-437-2408,3,0,WEB,2026-07-15 00:30:00
ft_sal_003301,ft_evt_0004,Alejandro Mejía,alejandromejia596@hotmail.com,573014192260,1,0,WEB,2026-07-08 01:30:00
ft_sal_003302,ft_evt_0004,Maria Arango,mariaarango754@outlook.com,3154715562,4,0,BOX_OFFICE,2026-07-24 18:30:00
ft_sal_003303,ft_evt_0004,D. Jiménez,davidjimenez839@gmail.com,305 472 4196,1,0,WEB,2026-07-17 08:30:00
ft_sal_003304,ft_evt_0004,carolina gonzález,carolinagonzalez696@gmail.com,+57 304 8454879,2,0,BOX_OFFICE,2026-07-24 06:30:00
ft_sal_003305,ft_evt_0004,david jiménez,david.jimenez866@gmail.com,,2,0,BOX_OFFICE,2026-07-24 04:30:00
ft_sal_003306,ft_evt_0004,Miguel Martínez,miguelmartinez398@yahoo.com,(+57) 301-016-9594,1,0,BOX_OFFICE,2026-07-24 15:30:00
ft_sal_003307,ft_evt_0004,SEBASTIÁN ROJAS,sebastianrojas993@gmail.com,573248111525,1,0,WEB,2026-07-11 14:30:00
ft_sal_003308,ft_evt_0004,Sara Gomez,sara.goez92@gmail.com,323 396 1615,2,0,WEB,2026-07-15 06:30:00
ft_sal_003309,ft_evt_0004,juliana gonzález,julianagonzalez701@gmail.com,328 061 6206,1,0,WEB,2026-07-20 13:30:00
ft_sal_003310,ft_evt_0004,Bermúdez Paula,paula.bermudez987@gmail.com,329 620 0817,1,0,WEB,2026-07-14 05:30:00
ft_sal_003311,ft_evt_0004,Restrepo Cristian,cristian.restrepo@icloud.com,3126112547,1,0,WEB,2026-07-17 10:30:00
ft_sal_003312,ft_evt_0004,Tatiana Guerrero,tatiana.guerrero@yahoo.com,,1,0,WEB,2026-07-21 05:30:00
ft_sal_003313,ft_evt_0004,NATALIA CASTRO,natalia.castro@gmail.com,,3,0,BOX_OFFICE,2026-07-24 12:30:00
ft_sal_003314,ft_evt_0004,PAULA BERMÚDEZ,paulabermudez260@gmail.com,573284587770,1,0,WEB,2026-07-06 12:30:00
ft_sal_003315,ft_evt_0004,Felipe Muñoz,felipemunoz672@outlook.com,3153978376,1,0,WEB,2026-07-14 11:30:00
ft_sal_003316,ft_evt_0004,Laura Gómez López,laura.gomez556@gmail.com,,4,0,BOX_OFFICE,2026-07-24 15:30:00
ft_sal_003317,ft_evt_0004,David Cifuentes,davidcifuentes852@gmail.com,324 667 3310,2,0,BOX_OFFICE,2026-07-24 14:30:00
ft_sal_003318,ft_evt_0004,Daniela Céspedes Cárdenas,danielacespedes773@gmail.com,(+57) 319-628-2947,6,0,WEB,2026-07-17 15:30:00
ft_sal_003319,ft_evt_0004,Ó. Martínez,oscarmartinez880@hotmail.com,324 550 0970,1,0,WEB,2026-07-07 15:30:00
ft_sal_003320,ft_evt_0004,Julián Jiménez,julian.jimenez39@outlook.com,+57 312 1983855,2,0,BOX_OFFICE,2026-07-24 00:30:00
ft_sal_003321,ft_evt_0004,Mariana Rodriguez,mariana.rodriguez13@outlook.com,+57 328 8888296,1,0,ADMIN,2026-07-20 11:30:00
ft_sal_003322,ft_evt_0061,Manuela Gomez,manuelagomez132@gmail.com,573105208135,1,58000,WEB,2026-07-11 11:30:00
ft_sal_003323,ft_evt_0061,Peña Natalia,nataliapena820@icloud.com,+57 304 7157972,2,116000,WEB,2026-07-16 10:30:00
ft_sal_003324,ft_evt_0061,Daniel Cárdenas,danielcardenas830@icloud.com,+57 318 2702599,2,116000,WEB,2026-07-05 14:30:00
ft_sal_003325,ft_evt_0061,Carolina Salazar,carolina.salazar59@outlok.com,3154428282,1,97000,WEB,2026-07-04 00:30:00
ft_sal_003326,ft_evt_0061,Felipe Hernández,felipehernandez789@gmail.com,(+57) 324-974-1482,1,150000,WEB,2026-07-15 15:30:00
ft_sal_003327,ft_evt_0061,Mariana Ospina,mariana.ospina@hotmail.com,316 275 8432,1,44000,WEB,2026-07-03 12:30:00
ft_sal_003328,ft_evt_0061,Nicolás Jiménez,nicolasjimenez200@gmail.com,(+57) 302-906-7860,1,102000,WEB,2026-07-13 03:30:00
ft_sal_003329,ft_evt_0061,Muñoz Mariana,marianamunoz15@proton.me,304 992 6690,4,0,WEB,2026-07-08 15:30:00
ft_sal_003330,ft_evt_0061,Felipe Bermudez,felipe.bermudez878@gmail.com,573041620336,1,61000,WEB,2026-07-14 01:30:00
ft_sal_003331,ft_evt_0061,Juliana Mejía,juliana.mejia52+eventos@outlook.com,573245013811,1,63000,WEB,2026-07-18 02:30:00
ft_sal_003332,ft_evt_0061,Felipe Céspedes,felipe.cespedes56@gmail.com,326 397 8987,3,294000,WEB,2026-07-19 04:30:00
ft_sal_003333,ft_evt_0061,Maria Quintero,juliana.salazar@gmail.com,+57 303 7580692,2,268000,ADMIN,2026-07-21 04:30:00
ft_sal_003334,ft_evt_0061,ANDREA HERNÁNDEZ,andreahernandez745@gmail.com,,1,64000,WEB,2026-07-15 02:30:00
ft_sal_003335,ft_evt_0061,Alejandro Ospina,alejandroospina669@gmail.com,3150635138,2,116000,BOX_OFFICE,2026-07-24 16:30:00
ft_sal_003336,ft_evt_0061,MARIANA VALENCIA,mariana.valencia499+eventos@gmail.com,573122347480,4,164000,WEB,2026-07-13 02:30:00
ft_sal_003337,ft_evt_0061,Fabián Valencia,fabian.valencia28@icloud.com,3086067367,2,190000,WEB,2026-07-11 06:30:00
ft_sal_003338,ft_evt_0061,Nicolás Cárdenas Muñoz,nicolas.cardenas789@gmail.com,322 714 7098,2,94000,BOX_OFFICE,2026-07-24 18:30:00
ft_sal_003339,ft_evt_0061,Sebastian Gonzalez,sebastiangonzalez842@gmail.com,3115049698,4,404000,WEB,2026-07-16 12:30:00
ft_sal_003340,ft_evt_0061,Carolina Cárdenas,sebastian.cespedes15@gmail.com,+57 300 3114339,1,0,BOX_OFFICE,2026-07-24 08:30:00
ft_sal_003341,ft_evt_0061,Juliana Ramírez,julianaramirez607@gmail.com,573281990739,2,86000,WEB,2026-07-16 11:30:00
ft_sal_003342,ft_evt_0061,Isabella Suárez,isabella.suarez424@gmail.com,3271053196,1,140000,RRPP,2026-07-18 03:30:00
ft_sal_003343,ft_evt_0061,Ximena Cifuentes,XIMENA.CIFUENTES@GMAIL.COM,+57 315 9178673,2,122000,WEB,2026-07-11 08:30:00
